"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Chinese","ONS 2011 18 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.4","%","165","2.81171007","8.81","22.03631068"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Any other Asian background","ONS 2011 18 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.5","%","376","1.813797794","10.2","18.72717618"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black African","ONS 2011 18 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.7","%","581","1.469849436","11.26","18.17572718"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black Caribbean","ONS 2011 18 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.1","%","323","2.043476605","11.26","20.87665799"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Any other Black background","ONS 2011 18 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","11.6","%","64","3.999482984","2.17","20.98459384"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Arab","ONS 2011 18 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","20.5","%","100","4.033535855","10.97","29.93930704"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Any other ethnic group","ONS 2011 18 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.8","%","200","2.508872956","8.87","20.67145963"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","All","All","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.4","%","34715","0.188385032","13.95","14.83406393"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian","ONS 2011  5 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.3","%","2013","0.823670997","14.38","18.2577175"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black","ONS 2011  5 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.9","%","968","1.145148966","12.23","17.61351633"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed","ONS 2011  5 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","21.9","%","375","2.134221325","16.84","26.87875305"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.7","%","300","2.154133535","11.65","21.78120077"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","14.1","%","31003","0.19737654","13.59","14.51703679"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","13.9","%","91345","0.1144687797","13.6323319","14.17079304"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","9.6","%","5880","0.3848615699","8.733145023","10.54353385"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","12.6","%","1814","0.7780920872","10.72991025","14.39005543"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","8.7","%","1924","0.6431182998","7.205048226","10.23027671"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","9.0","%","2142","0.6170270529","7.506181138","10.40867639"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","13.0","%","12087","0.3062900327","12.31915118","13.7599395"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","10.5","%","1900","0.7025662367","8.823377974","12.12824955"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","8.8","%","1888","0.6535349134","7.309267368","10.3834956"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","15.8","%","3738","0.5962118255","14.37405431","17.17863473"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","11.8","%","2194","0.6882783227","10.16281184","13.40047307"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","13.3","%","2367","0.6969829652","11.61635903","14.8949669"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","14.1","%","8560","0.376172749","13.21664592","14.98616253"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","13.6","%","1901","0.7871000801","11.78557168","15.48809045"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","10.7","%","1794","0.7294699765","8.973153906","12.40458068"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","14.6","%","1873","0.8167231723","12.71467561","16.55654141"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","15.4","%","2992","0.6595275479","13.82870956","16.93112714"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","15.3","%","8472","0.3907166315","14.34389537","16.1818264"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","13.1","%","1768","0.8033413157","11.24581082","15.02472837"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","19.6","%","1459","1.038447633","17.11659412","22.00145179"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","13.8","%","1805","0.8111219678","11.86439988","15.67991762"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","15.3","%","1731","0.8654113628","13.27175275","17.3426478"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","15.4","%","1709","0.8719924163","13.30046135","17.40231368"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","12.5","%","8073","0.3686637667","11.67927055","13.41346491"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","9.5","%","1737","0.7019648145","7.801657532","11.10370002"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","13.4","%","1688","0.8284294741","11.42458511","15.32151736"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","11.6","%","1659","0.7853147591","9.722967925","13.41708855"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","14.7","%","2989","0.6485578033","13.22200027","16.27281618"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","14.6","%","10747","0.3407760936","13.81532539","15.41833613"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","17.7","%","1463","0.9970692001","15.31972734","20.00994086"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","19.9","%","1685","0.9725175725","17.6071055","22.18182816"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","14.1","%","2463","0.7021366282","12.49120115","15.79405184"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","14.2","%","1587","0.8770994628","12.17233927","16.29821514"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","11.5","%","1796","0.7527788627","9.729465739","13.27053751"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","12.0","%","1753","0.7759763877","10.16898673","13.81917966"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","18.2","%","7734","0.4388135459","17.17543305","19.23961197"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","18.2","%","7734","0.4388135459","17.17543305","19.23961197"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","14.6","%","12310","0.3185889629","13.88758776","15.38623024"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","15.4","%","2817","0.6809144326","13.84543522","17.04845671"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","15.0","%","2469","0.7190082775","13.32898541","16.71120035"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","14.9","%","1762","0.8488392937","12.92605279","16.91899283"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","15.5","%","2413","0.7373781624","13.79848731","17.26711419"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","12.6","%","2849","0.622143706","11.15680216","14.08336615"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","12.6","%","10090","0.3306275941","11.84569169","13.40096389"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","13.9","%","2337","0.7160079308","12.23414802","15.60224933"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","10.8","%","2660","0.602305378","9.403955906","12.2372004"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","15.0","%","1774","0.8488272262","13.04902488","17.04190815"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","13.4","%","1593","0.8545155896","11.42795361","15.44759494"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","10.7","%","1726","0.7443460818","8.959250681","12.46065465"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","10.7","%","7392","0.3600111864","9.885744697","11.57923732"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","6.1","%","1805","0.5633739299","4.776075326","7.426186292"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","13.0","%","1877","0.7750561807","11.13029446","14.77615873"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","7.6","%","1828","0.6214566612","6.182565988","9.105898122"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","White","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","13.5","%","1882","0.7875408456","11.64092563","15.34551777"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","20.0","%","1163","1.171973054","17.20029611","22.71325735"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","26","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","9","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","13.7","%","114","3.22353131","6.14969453","21.31318581"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","19.2","%","57","5.219483285","6.947994713","31.50044408"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","27","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","19.3","%","93","4.090754912","9.658642832","28.90155394"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","?","%","26","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","15.0","%","53","4.898107182","3.430358909","26.47105509"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","22.3","%","99","4.181457159","12.43389136","32.10346584"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","?","%","16","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","?","%","22","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","?","%","27","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","?","%","27","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","12.2","%","101","3.251748014","4.509589318","19.80581197"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","?","%","15","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","18","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","18.6","%","60","5.02479919","6.795631046","30.43228644"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","19.3","%","132","3.43259653","11.190868","27.33780208"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","?","%","32","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","?","%","22","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","?","%","26","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","?","%","25","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","21","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","23.5","%","329","2.337925951","18.01120685","29.00881052"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","23.5","%","329","2.337925951","18.01120685","29.00881052"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","22.6","%","155","3.360018822","14.70942102","30.51494956"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","?","%","27","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","?","%","22","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","?","%","30","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","?","%","25","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","12.6","%","51","4.649988175","1.683311965","23.55685634"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2017/18, 2018/19 and 2019/20","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","17.7","%","81","4.243726238","7.750291456","27.71277968"
